handSide,targetGrip,targetTrigger,joint,positionX,positionY,positionZ,rotationX,rotationY,rotationZ,rotationW,radius
RIGHT,0.00,0.20,MIDDLE_METACARPAL_EXT,0.04304557,-0.03428721,0.15064341,0.00736488,0.05367861,0.63497525,-0.77063107,0.02140000
RIGHT,0.00,0.20,MIDDLE_PROXIMAL_EXT,0.04825294,-0.03993040,0.08009577,-0.31958842,0.21669003,-0.69198936,0.60996759,0.01130000
RIGHT,0.00,0.20,MIDDLE_INTERMEDIATE_EXT,0.01779024,-0.04380947,0.04984146,-0.43925622,0.37354106,-0.61930436,0.53290200,0.00799000
RIGHT,0.00,0.20,MIDDLE_DISTAL_EXT,-0.01355259,-0.04399210,0.03869599,-0.53039515,0.45891672,-0.54423785,0.46030673,0.00795000
RIGHT,0.00,0.20,MIDDLE_TIP_EXT,-0.03254129,-0.04377878,0.03838915,-0.51155376,0.47982949,-0.52532953,0.48177397,0.00690000
RIGHT,0.00,0.20,RING_METACARPAL_EXT,0.04290004,-0.04805970,0.15204051,0.04957015,0.08635642,0.65575999,-0.74837536,0.01910000
RIGHT,0.00,0.20,RING_PROXIMAL_EXT,0.04713383,-0.06041360,0.08744359,-0.25153121,0.02307481,-0.69581914,0.67233682,0.01050000
RIGHT,0.00,0.20,RING_INTERMEDIATE_EXT,0.03165745,-0.07284594,0.05201274,-0.39767122,0.18083113,-0.67328995,0.59652305,0.00840000
RIGHT,0.00,0.20,RING_DISTAL_EXT,0.01008744,-0.07947671,0.03425926,-0.50583571,0.29388672,-0.62636203,0.51520127,0.00740000
RIGHT,0.00,0.20,RING_TIP_EXT,-0.00483112,-0.08191490,0.02923292,-0.50583571,0.29388672,-0.62636203,0.51520127,0.00650000
RIGHT,0.00,0.20,LITTLE_METACARPAL_EXT,0.04198542,-0.06069231,0.15448448,0.11377609,0.13045879,0.73904437,-0.65103769,0.01850000
RIGHT,0.00,0.20,LITTLE_PROXIMAL_EXT,0.04209216,-0.08215457,0.09531301,-0.25115326,-0.09245510,-0.75734866,0.59564948,0.00900000
RIGHT,0.00,0.20,LITTLE_INTERMEDIATE_EXT,0.03393677,-0.09540814,0.06946158,-0.36814800,0.06262497,-0.75994647,0.53200340,0.00750000
RIGHT,0.00,0.20,LITTLE_DISTAL_EXT,0.02254870,-0.10080099,0.05634743,-0.40867889,0.03943940,-0.73756939,0.53611392,0.00670000
RIGHT,0.00,0.20,LITTLE_TIP_EXT,0.01511794,-0.10517806,0.04871273,-0.40867889,0.03943940,-0.73756939,0.53611392,0.00650000
RIGHT,0.00,0.50,PALM_EXT,0.04563971,-0.03723657,0.11532152,0.01217103,0.05134866,0.63512510,-0.77060544,0.01190000
RIGHT,0.00,0.50,WRIST_EXT,0.04103758,-0.04022336,0.16783792,-0.09645807,-0.16147710,0.63231844,-0.75153035,0.01190000
RIGHT,0.00,0.50,THUMB_METACARPAL_EXT,0.01939504,-0.01771057,0.14884472,-0.18265098,-0.30809274,0.03202432,-0.93310940,0.01210000
RIGHT,0.00,0.50,THUMB_PROXIMAL_EXT,-0.00336438,-0.00314015,0.11880547,-0.13569102,0.22934733,0.03985050,0.96301675,0.01170000
RIGHT,0.00,0.50,THUMB_DISTAL_EXT,-0.01737632,-0.01223266,0.09090686,-0.53789383,0.19264263,0.18874323,0.79870939,0.01050000
RIGHT,0.00,0.50,THUMB_TIP_EXT,-0.01956038,-0.03167707,0.08366460,-0.53789383,0.19264263,0.18874323,0.79870939,0.00960000
RIGHT,0.00,0.50,INDEX_METACARPAL_EXT,0.03947595,-0.01894724,0.15253982,-0.05211832,0.01099584,0.71822566,-0.69376928,0.02100000
RIGHT,0.00,0.50,INDEX_PROXIMAL_EXT,0.04617864,-0.01474363,0.07858855,-0.43936890,0.37176383,-0.60939962,0.54532504,0.01060000
RIGHT,0.00,0.50,INDEX_INTERMEDIATE_EXT,0.00534002,-0.01587605,0.06394112,-0.68704844,0.69301158,-0.19066608,0.10652101,0.00950000
RIGHT,0.00,0.50,INDEX_DISTAL_EXT,-0.00627297,-0.01253366,0.08958626,-0.62768096,0.67856222,0.23797005,-0.29822987,0.00860000
RIGHT,0.00,0.50,INDEX_TIP_EXT,0.00436452,-0.01175594,0.10030520,-0.62768096,0.67856222,0.23797005,-0.29822987,0.00770000
RIGHT,0.00,0.50,MIDDLE_METACARPAL_EXT,0.04338024,-0.03425664,0.15060604,0.01217103,0.05134866,0.63512510,-0.77060544,0.02140000
RIGHT,0.00,0.50,MIDDLE_PROXIMAL_EXT,0.04789918,-0.04021657,0.08003700,-0.36082861,0.26268008,-0.67181784,0.59115458,0.01130000
RIGHT,0.00,0.50,MIDDLE_INTERMEDIATE_EXT,0.01361104,-0.04339212,0.05410272,-0.48897311,0.43051454,-0.57858247,0.49071985,0.00799000
RIGHT,0.00,0.50,MIDDLE_DISTAL_EXT,-0.01926729,-0.04278409,0.04907542,-0.58362705,0.52489167,-0.47817689,0.39397487,0.00795000
RIGHT,0.00,0.50,MIDDLE_TIP_EXT,-0.03772294,-0.04198426,0.05348665,-0.56209558,0.54788733,-0.46198350,0.41284484,0.00690000
RIGHT,0.00,0.50,RING_METACARPAL_EXT,0.04304611,-0.04804635,0.15202418,0.05127314,0.08475199,0.65568012,-0.74851358,0.01910000
RIGHT,0.00,0.50,RING_PROXIMAL_EXT,0.04697652,-0.06042957,0.08741373,-0.26878390,0.04357043,-0.69344616,0.66707593,0.01050000
RIGHT,0.00,0.50,RING_INTERMEDIATE_EXT,0.02948259,-0.07253480,0.05283570,-0.43225110,0.22197220,-0.65933365,0.57373124,0.00840000
RIGHT,0.00,0.50,RING_DISTAL_EXT,0.00580824,-0.07837039,0.03768504,-0.54513466,0.34415111,-0.59805071,0.47615588,0.00740000
RIGHT,0.00,0.50,RING_TIP_EXT,-0.00979982,-0.08008289,0.03499639,-0.54513466,0.34415111,-0.59805071,0.47615588,0.00650000
RIGHT,0.00,0.50,LITTLE_METACARPAL_EXT,0.04207003,-0.06068456,0.15447500,0.11547676,0.12904954,0.73901409,-0.65105367,0.01850000
RIGHT,0.00,0.50,LITTLE_PROXIMAL_EXT,0.04190376,-0.08215481,0.09530658,-0.25906971,-0.07978194,-0.75641745,0.59527451,0.00900000
RIGHT,0.00,0.50,LITTLE_INTERMEDIATE_EXT,0.03294617,-0.09509993,0.06957412,-0.38447741,0.08684003,-0.75519109,0.52375925,0.00750000
RIGHT,0.00,0.50,LITTLE_DISTAL_EXT,0.02073069,-0.10003912,0.05703861,-0.42556745,0.06557138,-0.73167849,0.52843219,0.00670000
RIGHT,0.00,0.50,LITTLE_TIP_EXT,0.01275960,-0.10411435,0.04979169,-0.42556745,0.06557138,-0.73167849,0.52843219,0.00650000
RIGHT,0.00,0.80,PALM_EXT,0.04563191,-0.03734899,0.11528248,0.01641263,0.04929078,0.63524240,-0.77056450,0.01190000
RIGHT,0.00,0.80,WRIST_EXT,0.04103796,-0.04022324,0.16783792,-0.09849612,-0.16389841,0.63200480,-0.75100613,0.01190000
RIGHT,0.00,0.80,THUMB_METACARPAL_EXT,0.01924571,-0.01788604,0.14873582,-0.18036745,-0.29796854,0.01308004,-0.93729013,0.01210000
RIGHT,0.00,0.80,THUMB_PROXIMAL_EXT,-0.00313302,-0.00390923,0.11813372,-0.21104620,0.20356262,0.07778277,0.95287627,0.01170000
RIGHT,0.00,0.80,THUMB_DISTAL_EXT,-0.01467996,-0.01801723,0.09120834,-0.65831238,0.14096244,0.18929347,0.71478933,0.01050000
RIGHT,0.00,0.80,THUMB_TIP_EXT,-0.01368448,-0.03876591,0.08925736,-0.65831238,0.14096244,0.18929347,0.71478933,0.00960000
RIGHT,0.00,0.80,INDEX_METACARPAL_EXT,0.03993756,-0.01943511,0.15281117,-0.04725501,0.00714916,0.71876848,-0.69360548,0.02100000
RIGHT,0.00,0.80,INDEX_PROXIMAL_EXT,0.04572738,-0.01532412,0.07877767,0.48684302,-0.41076729,0.57724613,-0.51092231,0.01060000
RIGHT,0.00,0.80,INDEX_INTERMEDIATE_EXT,0.00318603,-0.01633155,0.07060957,-0.70062047,0.70946443,-0.07133902,-0.02650862,0.00950000
RIGHT,0.00,0.80,INDEX_DISTAL_EXT,0.00142132,-0.01241517,0.09858531,-0.52820170,0.59581500,0.39276543,-0.46015629,0.00860000
RIGHT,0.00,0.80,INDEX_TIP_EXT,0.01598709,-0.01214182,0.10263759,-0.52820170,0.59581500,0.39276543,-0.46015629,0.00770000
RIGHT,0.00,0.80,MIDDLE_METACARPAL_EXT,0.04367642,-0.03422946,0.15057307,0.01641267,0.04929081,0.63524228,-0.77056450,0.02140000
RIGHT,0.00,0.80,MIDDLE_PROXIMAL_EXT,0.04758740,-0.04046851,0.07999188,-0.39582419,0.30222321,-0.65169883,0.57207906,0.01130000
RIGHT,0.00,0.80,MIDDLE_INTERMEDIATE_EXT,0.01044052,-0.04301059,0.05826658,-0.52922052,0.47740772,-0.53845674,0.44952604,0.00799000
RIGHT,0.00,0.80,MIDDLE_DISTAL_EXT,-0.02279682,-0.04173547,0.05879831,-0.62300712,0.57567781,-0.41408399,0.33014148,0.00795000
RIGHT,0.00,0.80,MIDDLE_TIP_EXT,-0.03981518,-0.04049343,0.06713754,-0.59940606,0.60021263,-0.40050343,0.34649104,0.00690000
RIGHT,0.00,0.80,RING_METACARPAL_EXT,0.04317568,-0.04803443,0.15200979,0.05277283,0.08333868,0.65561569,-0.74862480,0.01910000
RIGHT,0.00,0.80,RING_PROXIMAL_EXT,0.04683872,-0.06044352,0.08738858,-0.28379020,0.06128476,-0.69089675,0.66209537,0.01050000
RIGHT,0.00,0.80,RING_INTERMEDIATE_EXT,0.02763012,-0.07225823,0.05364555,-0.46151870,0.25714338,-0.64508057,0.55204153,0.00840000
RIGHT,0.00,0.80,RING_DISTAL_EXT,0.00239197,-0.07736129,0.04096663,-0.57700092,0.38598454,-0.57007498,0.43943277,0.00740000
RIGHT,0.00,0.80,RING_TIP_EXT,-0.01349198,-0.07842898,0.04039043,-0.57700092,0.38598454,-0.57007498,0.43943277,0.00650000
RIGHT,0.00,0.80,LITTLE_METACARPAL_EXT,0.04214537,-0.06067759,0.15446663,0.11682165,0.12792337,0.73897505,-0.65108037,0.01850000
RIGHT,0.00,0.80,LITTLE_PROXIMAL_EXT,0.04176268,-0.08215308,0.09530109,-0.26604536,-0.06899662,-0.75541836,0.59481412,0.00900000
RIGHT,0.00,0.80,LITTLE_INTERMEDIATE_EXT,0.03211584,-0.09484190,0.06969893,-0.39870390,0.10765146,-0.75042111,0.51605767,0.00750000
RIGHT,0.00,0.80,LITTLE_DISTAL_EXT,0.01921242,-0.09938747,0.05771595,-0.43986475,0.08751468,-0.72595465,0.52139342,0.00670000
RIGHT,0.00,0.80,LITTLE_TIP_EXT,0.01080544,-0.10320711,0.05083144,-0.43986475,0.08751468,-0.72595465,0.52139342,0.00650000
RIGHT,0.00,1.00,PALM_EXT,0.04562655,-0.03741485,0.11526132,0.01889747,0.04808477,0.63530457,-0.77053219,0.01190000
RIGHT,0.00,1.00,WRIST_EXT,0.04103754,-0.04022318,0.16783810,-0.09973927,-0.16537637,0.63180971,-0.75068194,0.01190000
RIGHT,0.00,1.00,THUMB_METACARPAL_EXT,0.01915764,-0.01798874,0.14867216,-0.17898877,-0.29197297,0.00198308,-0.93952763,0.01210000
RIGHT,0.00,1.00,THUMB_PROXIMAL_EXT,-0.00298172,-0.00435215,0.11774421,-0.25473762,0.18682806,0.09855762,0.94365883,0.01170000
RIGHT,0.00,1.00,THUMB_DISTAL_EXT,-0.01281447,-0.02118278,0.09171742,-0.72159153,0.10617162,0.18469672,0.65872765,0.01050000
RIGHT,0.00,1.00,THUMB_TIP_EXT,-0.01017150,-0.04183567,0.09305131,-0.72159153,0.10617162,0.18469672,0.65872765,0.00960000
RIGHT,0.00,1.00,INDEX_METACARPAL_EXT,0.04020728,-0.01972091,0.15297031,-0.04440569,0.00489659,0.71907389,-0.69349688,0.02100000
RIGHT,0.00,1.00,INDEX_PROXIMAL_EXT,0.04546199,-0.01566404,0.07889396,0.51329869,-0.43248990,0.55681050,-0.48932579,0.01060000
RIGHT,0.00,1.00,INDEX_INTERMEDIATE_EXT,0.00239506,-0.01656055,0.07461035,-0.69775498,0.70864904,-0.00059084,-0.10466582,0.00950000
RIGHT,0.00,1.00,INDEX_DISTAL_EXT,0.00656635,-0.01240671,0.10226732,-0.45206103,0.52933556,0.47151390,-0.54140550,0.00860000
RIGHT,0.00,1.00,INDEX_TIP_EXT,0.02167984,-0.01255310,0.10180020,-0.45206103,0.52933556,0.47151390,-0.54140550,0.00770000
RIGHT,0.00,1.00,MIDDLE_METACARPAL_EXT,0.04384924,-0.03421360,0.15055400,0.01889788,0.04808500,0.63530469,-0.77053207,0.02140000
RIGHT,0.00,1.00,MIDDLE_PROXIMAL_EXT,0.04740387,-0.04061604,0.07996863,-0.41565162,0.32481667,-0.63896483,0.55986881,0.01130000
RIGHT,0.00,1.00,MIDDLE_INTERMEDIATE_EXT,0.00882683,-0.04278558,0.06085193,-0.55103880,0.50321597,-0.51333076,0.42381975,0.00799000
RIGHT,0.00,1.00,MIDDLE_DISTAL_EXT,-0.02418219,-0.04113728,0.06463557,-0.64244121,0.60173225,-0.37471536,0.29116604,0.00795000
RIGHT,0.00,1.00,MIDDLE_TIP_EXT,-0.03998140,-0.03967786,0.07507426,-0.61777902,0.62702596,-0.36273038,0.30596730,0.00690000
RIGHT,0.00,1.00,RING_METACARPAL_EXT,0.04325093,-0.04802746,0.15200156,0.05365214,0.08251034,0.65557611,-0.74868834,0.01910000
RIGHT,0.00,1.00,RING_PROXIMAL_EXT,0.04675721,-0.06045175,0.08737463,-0.29242525,0.07119970,-0.68916124,0.65914792,0.01050000
RIGHT,0.00,1.00,RING_INTERMEDIATE_EXT,0.02659356,-0.07211238,0.05414838,-0.47800401,0.27684155,-0.63600093,0.53886455,0.00840000
RIGHT,0.00,1.00,RING_DISTAL_EXT,0.00058215,-0.07679063,0.04296356,-0.59424800,0.40880856,-0.55274564,0.41739485,0.00740000
RIGHT,0.00,1.00,RING_TIP_EXT,-0.01531947,-0.07749373,0.04360890,-0.59424800,0.40880856,-0.55274564,0.41739485,0.00650000
RIGHT,0.00,1.00,LITTLE_METACARPAL_EXT,0.04218880,-0.06067353,0.15446189,0.11739864,0.12743792,0.73892498,-0.65112847,0.01850000
RIGHT,0.00,1.00,LITTLE_PROXIMAL_EXT,0.04171415,-0.08215106,0.09529775,-0.27016470,-0.06328084,-0.75469142,0.59451520,0.00900000
RIGHT,0.00,1.00,LITTLE_INTERMEDIATE_EXT,0.03168666,-0.09471786,0.06978685,-0.40696165,0.11911304,-0.74743092,0.51141214,0.00750000
RIGHT,0.00,1.00,LITTLE_DISTAL_EXT,0.01840711,-0.09904975,0.05814034,-0.44758928,0.09875676,-0.72257918,0.51748556,0.00670000
RIGHT,0.00,1.00,LITTLE_TIP_EXT,0.00977962,-0.10274148,0.05146199,-0.44758928,0.09875676,-0.72257918,0.51748556,0.00650000
RIGHT,0.20,0.00,PALM_EXT,0.04566282,-0.03687555,0.11546731,-0.00137375,0.05790513,0.63465673,-0.77062136,0.01190000
RIGHT,0.20,0.00,WRIST_EXT,0.04103762,-0.04022300,0.16783792,-0.09074917,-0.15468921,0.63316363,-0.75295645,0.01190000
RIGHT,0.20,0.00,THUMB_METACARPAL_EXT,0.01997160,-0.01703423,0.14926416,-0.19061428,-0.34563738,0.10474084,-0.91281533,0.01210000
RIGHT,0.20,0.00,THUMB_PROXIMAL_EXT,-0.00391138,-0.00004768,0.12144858,0.15315497,0.28982228,-0.12705569,0.93616486,0.01170000
RIGHT,0.20,0.00,THUMB_DISTAL_EXT,-0.02029084,0.01167148,0.09591985,0.00990823,0.27004004,0.09532060,0.95806867,0.01050000
RIGHT,0.20,0.00,THUMB_TIP_EXT,-0.03112593,0.01099354,0.07810289,0.00990823,0.27004004,0.09532060,0.95806867,0.00960000
RIGHT,0.20,0.00,INDEX_METACARPAL_EXT,0.03601933,-0.01528960,0.15050605,-0.08852620,0.03981352,0.71327144,-0.69413477,0.02100000
RIGHT,0.20,0.00,INDEX_PROXIMAL_EXT,0.04952239,-0.01037341,0.07753426,-0.02088852,0.02720000,-0.72619146,0.68663752,0.01060000
RIGHT,0.20,0.00,INDEX_INTERMEDIATE_EXT,0.04654869,-0.00989819,0.03370750,0.00003515,0.00801399,-0.70091885,0.71319705,0.00950000
RIGHT,0.20,0.00,INDEX_DISTAL_EXT,0.04622209,-0.00957441,0.00501561,-0.01591207,-0.00234575,-0.69966996,0.71428615,0.00860000
RIGHT,0.20,0.00,INDEX_TIP_EXT,0.04593607,-0.00996780,-0.01009792,-0.01591207,-0.00234575,-0.69966996,0.71428615,0.00770000
RIGHT,0.20,0.00,MIDDLE_METACARPAL_EXT,0.04243433,-0.03434277,0.15071139,-0.00137401,0.05790468,0.63465673,-0.77062142,0.02140000
RIGHT,0.20,0.00,MIDDLE_PROXIMAL_EXT,0.04889133,-0.03940839,0.08022326,-0.24056250,0.12936330,-0.72151756,0.63624543,0.01130000
RIGHT,0.20,0.00,MIDDLE_INTERMEDIATE_EXT,0.02683039,-0.04455715,0.04354703,-0.44120306,0.37716734,-0.62540627,0.52149087,0.00799000
RIGHT,0.20,0.00,MIDDLE_DISTAL_EXT,-0.00461401,-0.04417133,0.03269666,-0.58367503,0.53737998,-0.48108864,0.37296221,0.00795000
RIGHT,0.20,0.00,MIDDLE_TIP_EXT,-0.02289306,-0.04262012,0.03761393,-0.56164247,0.56036741,-0.46573594,0.39196604,0.00690000
RIGHT,0.20,0.00,RING_METACARPAL_EXT,0.04334856,-0.04801828,0.15199047,0.05479551,0.08142622,0.65548968,-0.74880022,0.01910000
RIGHT,0.20,0.00,RING_PROXIMAL_EXT,0.04665089,-0.06046164,0.08735639,-0.30333129,0.08305946,-0.68654507,0.65555173,0.01050000
RIGHT,0.20,0.00,RING_INTERMEDIATE_EXT,0.02533672,-0.07196862,0.05481392,-0.49843210,0.30064982,-0.62365711,0.52175456,0.00840000
RIGHT,0.20,0.00,RING_DISTAL_EXT,-0.00146868,-0.07612693,0.04557681,-0.65706599,0.49777564,-0.47271952,0.31148162,0.00740000
RIGHT,0.20,0.00,RING_TIP_EXT,-0.01630467,-0.07515061,0.05129629,-0.65706599,0.49777564,-0.47271952,0.31148162,0.00650000
RIGHT,0.20,0.00,LITTLE_METACARPAL_EXT,0.04277918,-0.06061935,0.15439600,0.12648343,0.11987001,0.73828065,-0.65159506,0.01850000
RIGHT,0.20,0.00,LITTLE_PROXIMAL_EXT,0.04085641,-0.08213526,0.09527516,-0.32388210,0.01738846,-0.74166882,0.58713418,0.00900000
RIGHT,0.20,0.00,LITTLE_INTERMEDIATE_EXT,0.02578220,-0.09280580,0.07151026,-0.51028496,0.27108043,-0.68938118,0.43689781,0.00750000
RIGHT,0.20,0.00,LITTLE_DISTAL_EXT,0.00874814,-0.09411228,0.06549221,-0.63603741,0.45052472,-0.56020522,0.28045639,0.00670000
RIGHT,0.20,0.00,LITTLE_TIP_EXT,-0.00237043,-0.09240746,0.06796896,-0.63603741,0.45052472,-0.56020522,0.28045639,0.00650000
RIGHT,0.20,0.20,PALM_EXT,0.04563107,-0.03735530,0.11528051,0.01665794,0.04917226,0.63524914,-0.77056134,0.01190000
RIGHT,0.20,0.20,WRIST_EXT,0.04103764,-0.04022306,0.16783810,-0.09861708,-0.16404210,0.63198638,-0.75097430,0.01190000
RIGHT,0.20,0.20,THUMB_METACARPAL_EXT,0.01953943,-0.01754111,0.14894992,-0.18476960,-0.31770736,0.05026635,-0.92865336,0.01210000
RIGHT,0.20,0.20,THUMB_PROXIMAL_EXT,-0.00355271,-0.00238425,0.11945987,-0.06265663,0.25055602,0.00072802,0.96607298,0.01170000
RIGHT,0.20,0.20,THUMB_DISTAL_EXT,-0.01929144,-0.00633264,0.09128100,-0.40984303,0.23155820,0.17832348,0.86406714,0.01050000
RIGHT,0.20,0.20,THUMB_TIP_EXT,-0.02459071,-0.02283287,0.07966352,-0.40984303,0.23155820,0.17832348,0.86406714,0.00960000
RIGHT,0.20,0.20,INDEX_METACARPAL_EXT,0.03903152,-0.01847661,0.15227848,-0.05681106,0.01470548,0.71767646,-0.69390064,0.02100000
RIGHT,0.20,0.20,INDEX_PROXIMAL_EXT,0.04661402,-0.01418281,0.07841742,-0.39108345,0.33207476,-0.63729477,0.57501006,0.01060000
RIGHT,0.20,0.20,INDEX_INTERMEDIATE_EXT,0.00834566,-0.01533449,0.05783236,-0.65170121,0.65649110,-0.30133179,0.23131192,0.00950000
RIGHT,0.20,0.20,INDEX_DISTAL_EXT,-0.01142986,-0.01266116,0.07803160,-0.68188357,0.71762609,0.07203055,-0.12190237,0.00860000
RIGHT,0.20,0.20,INDEX_TIP_EXT,-0.00729881,-0.01171046,0.09254664,-0.68188357,0.71762609,0.07203055,-0.12190237,0.00770000
RIGHT,0.20,0.20,MIDDLE_METACARPAL_EXT,0.04369316,-0.03422773,0.15057141,0.01665770,0.04917194,0.63524914,-0.77056140,0.02140000
RIGHT,0.20,0.20,MIDDLE_PROXIMAL_EXT,0.04756901,-0.04048288,0.07998961,-0.39788321,0.30406323,-0.65065396,0.57086354,0.01130000
RIGHT,0.20,0.20,MIDDLE_INTERMEDIATE_EXT,0.01028337,-0.04300880,0.05850142,-0.60615593,0.56789577,-0.44235519,0.33822006,0.00799000
RIGHT,0.20,0.20,MIDDLE_DISTAL_EXT,-0.02033526,-0.03993517,0.07113785,-0.69533730,0.69483882,-0.16959317,0.07032219,0.00795000
RIGHT,0.20,0.20,MIDDLE_TIP_EXT,-0.02667061,-0.03731638,0.08884984,-0.66689652,0.72218019,-0.16663480,0.07707072,0.00690000
RIGHT,0.20,0.20,RING_METACARPAL_EXT,0.04391118,-0.04796696,0.15192801,0.06131799,0.07527489,0.65517747,-0.74921155,0.01910000
RIGHT,0.20,0.20,RING_PROXIMAL_EXT,0.04604948,-0.06052279,0.08726668,-0.36586002,0.15925810,-0.66896695,0.62711102,0.01050000
RIGHT,0.20,0.20,RING_INTERMEDIATE_EXT,0.01812816,-0.07047999,0.05965632,-0.60334879,0.43734598,-0.53168100,0.40251166,0.00840000
RIGHT,0.20,0.20,RING_DISTAL_EXT,-0.01032156,-0.07107127,0.06282300,-0.72228605,0.61836141,-0.29017535,0.10831352,0.00740000
RIGHT,0.20,0.20,RING_TIP_EXT,-0.01913308,-0.06784695,0.07569677,-0.72228605,0.61836141,-0.29017535,0.10831352,0.00650000
RIGHT,0.20,0.20,LITTLE_METACARPAL_EXT,0.04311498,-0.06058872,0.15435880,0.13225609,0.11500449,0.73798251,-0.65166408,0.01850000
RIGHT,0.20,0.20,LITTLE_PROXIMAL_EXT,0.04026257,-0.08212280,0.09528214,-0.35286170,0.06511888,-0.73148400,0.57981098,0.00900000
RIGHT,0.20,0.20,LITTLE_INTERMEDIATE_EXT,0.02247180,-0.09156084,0.07295883,-0.56136441,0.35301149,-0.64191341,0.38496915,0.00750000
RIGHT,0.20,0.20,LITTLE_DISTAL_EXT,0.00449605,-0.09118068,0.07077622,-0.66860670,0.52040076,-0.48622304,0.21386045,0.00670000
RIGHT,0.20,0.20,LITTLE_TIP_EXT,-0.00555645,-0.08864576,0.07579464,-0.66860670,0.52040076,-0.48622304,0.21386045,0.00650000
RIGHT,0.20,0.50,PALM_EXT,0.04562684,-0.03742003,0.11525941,0.01909888,0.04798808,0.63530970,-0.77052927,0.01190000
RIGHT,0.20,0.50,WRIST_EXT,0.04103760,-0.04022312,0.16783798,-0.09984582,-0.16550294,0.63179237,-0.75065422,0.01190000
RIGHT,0.20,0.50,THUMB_METACARPAL_EXT,0.01939069,-0.01771551,0.14884165,-0.18258578,-0.30779791,0.03146856,-0.93323845,0.01210000
RIGHT,0.20,0.50,THUMB_PROXIMAL_EXT,-0.00335807,-0.00316268,0.11878586,-0.13790940,0.22864382,0.04100491,0.96282017,0.01170000
RIGHT,0.20,0.50,THUMB_DISTAL_EXT,-0.01730696,-0.01240772,0.09090567,-0.54162401,0.19128075,0.18890990,0.79647297,0.01050000
RIGHT,0.20,0.50,THUMB_TIP_EXT,-0.01939465,-0.03191650,0.08380967,-0.54162401,0.19128075,0.18890990,0.79647297,0.00960000
RIGHT,0.20,0.50,INDEX_METACARPAL_EXT,0.03948949,-0.01896131,0.15254787,-0.05197839,0.01088330,0.71824199,-0.69376475,0.02100000
RIGHT,0.20,0.50,INDEX_PROXIMAL_EXT,0.04616575,-0.01476020,0.07859409,-0.44080117,0.37293750,-0.60867751,0.54417324,0.01060000
RIGHT,0.20,0.50,INDEX_INTERMEDIATE_EXT,0.00526264,-0.01587760,0.06413263,-0.68747234,0.69399446,-0.18749352,0.10295853,0.00950000
RIGHT,0.20,0.50,INDEX_DISTAL_EXT,-0.00609650,-0.01251328,0.08988684,-0.62543494,0.67713749,0.24246642,-0.30253324,0.00860000
RIGHT,0.20,0.50,INDEX_TIP_EXT,0.00468517,-0.01175624,0.10046232,-0.62543494,0.67713749,0.24246642,-0.30253324,0.00770000
RIGHT,0.20,0.50,MIDDLE_METACARPAL_EXT,0.04386386,-0.03421211,0.15055224,0.01909890,0.04798853,0.63530958,-0.77052945,0.02140000
RIGHT,0.20,0.50,MIDDLE_PROXIMAL_EXT,0.04738979,-0.04062790,0.07996660,-0.41730389,0.32678396,-0.63782710,0.55879098,0.01130000
RIGHT,0.20,0.50,MIDDLE_INTERMEDIATE_EXT,0.00869808,-0.04276216,0.06107908,-0.62066931,0.58582234,-0.41629142,0.31350297,0.00799000
RIGHT,0.20,0.50,MIDDLE_DISTAL_EXT,-0.02071147,-0.03948265,0.07627618,-0.69848871,0.70248407,-0.13188276,0.03517864,0.00795000
RIGHT,0.20,0.50,MIDDLE_TIP_EXT,-0.02514926,-0.03689688,0.09456086,-0.66973853,0.72994572,-0.13036500,0.04044230,0.00690000
RIGHT,0.20,0.50,RING_METACARPAL_EXT,0.04396021,-0.04796249,0.15192243,0.06187837,0.07475024,0.65517414,-0.74922073,0.01910000
RIGHT,0.20,0.50,RING_PROXIMAL_EXT,0.04599841,-0.06052840,0.08725989,-0.37123474,0.16654131,-0.66720909,0.62392455,0.01050000
RIGHT,0.20,0.50,RING_INTERMEDIATE_EXT,0.01751513,-0.07029051,0.06016606,-0.61119640,0.44905290,-0.52186513,0.39044592,0.00840000
RIGHT,0.20,0.50,RING_DISTAL_EXT,-0.01078888,-0.07053643,0.06447268,-0.72440082,0.62565571,-0.27445802,0.09204263,0.00740000
RIGHT,0.20,0.50,RING_TIP_EXT,-0.01895804,-0.06718975,0.07773304,-0.72440082,0.62565571,-0.27445802,0.09204263,0.00650000
RIGHT,0.20,0.50,LITTLE_METACARPAL_EXT,0.04312440,-0.06058788,0.15435764,0.13276215,0.11455572,0.73803806,-0.65157688,0.01850000
RIGHT,0.20,0.50,LITTLE_PROXIMAL_EXT,0.04018598,-0.08212113,0.09528488,-0.35349178,0.06753555,-0.73129731,0.57938570,0.00900000
RIGHT,0.20,0.50,LITTLE_INTERMEDIATE_EXT,0.02228947,-0.09146631,0.07300830,-0.56256062,0.35638851,-0.64005685,0.38319823,0.00750000
RIGHT,0.20,0.50,LITTLE_DISTAL_EXT,0.00429689,-0.09101212,0.07096088,-0.66784906,0.51853889,-0.48750168,0.21780308,0.00670000
RIGHT,0.20,0.50,LITTLE_TIP_EXT,-0.00580472,-0.08853972,0.07591140,-0.66784906,0.51853889,-0.48750168,0.21780308,0.00650000
RIGHT,0.20,0.80,PALM_EXT,0.04562074,-0.03750104,0.11523461,0.02216444,0.04649990,0.63537884,-0.77048153,0.01190000
