handSide,targetGrip,targetTrigger,joint,positionX,positionY,positionZ,rotationX,rotationY,rotationZ,rotationW,radius
LEFT,0.50,0.80,INDEX_METACARPAL_EXT,-0.03989923,-0.01939464,0.15278895,-0.04803148,-0.00423785,-0.76375020,-0.64371091,0.02100000
LEFT,0.50,0.80,INDEX_PROXIMAL_EXT,-0.04576158,-0.01527709,0.07876152,0.48323289,0.40768665,-0.58051580,-0.51310951,0.01060000
LEFT,0.50,0.80,INDEX_INTERMEDIATE_EXT,-0.00331740,-0.01625502,0.07007018,-0.69942337,-0.70985526,0.08179267,-0.01499292,0.00950000
LEFT,0.50,0.80,INDEX_DISTAL_EXT,-0.00068113,-0.01237422,0.09798607,-0.53809637,-0.60573000,-0.38053110,-0.44580412,0.00860000
LEFT,0.50,0.80,INDEX_TIP_EXT,-0.01504037,-0.01209038,0.10271771,-0.53809637,-0.60573000,-0.38053110,-0.44580412,0.00770000
LEFT,0.50,0.80,MIDDLE_METACARPAL_EXT,-0.04447779,-0.03415579,0.15048395,0.02830582,-0.04345996,-0.62699544,-0.77729648,0.02140000
LEFT,0.50,0.80,MIDDLE_PROXIMAL_EXT,-0.04675339,-0.04114598,0.07990149,0.48337385,0.40240192,-0.58747393,-0.50921381,0.01130000
LEFT,0.50,0.80,MIDDLE_INTERMEDIATE_EXT,-0.00460387,-0.04198575,0.07089841,-0.69873798,-0.69249409,0.16956849,0.05886547,0.00799000
LEFT,0.50,0.80,MIDDLE_DISTAL_EXT,0.00599121,-0.03690976,0.10202086,-0.57782823,-0.64455718,-0.30869469,-0.39416873,0.00795000
LEFT,0.50,0.80,MIDDLE_TIP_EXT,-0.01043479,-0.03581619,0.11149192,-0.60322613,-0.62085229,-0.32426229,-0.38146481,0.00690000
LEFT,0.50,0.80,RING_METACARPAL_EXT,-0.04503897,-0.04786360,0.15180242,0.07593841,-0.06107073,-0.63422966,-0.76697993,0.01910000
LEFT,0.50,0.80,RING_PROXIMAL_EXT,-0.04486466,-0.06064582,0.08715039,0.47811395,0.29666084,-0.61405021,-0.55348253,0.01050000
LEFT,0.50,0.80,RING_INTERMEDIATE_EXT,-0.00788004,-0.06730807,0.07233337,-0.72140890,-0.62500733,0.27622908,0.11239755,0.00840000
LEFT,0.50,0.80,RING_DISTAL_EXT,0.00750565,-0.06208134,0.09579888,-0.61983186,-0.64974433,-0.20778939,-0.38789776,0.00740000
LEFT,0.50,0.80,RING_TIP_EXT,-0.00462773,-0.05872256,0.10555963,-0.61983186,-0.64974433,-0.20778939,-0.38789776,0.00650000
LEFT,0.50,0.80,LITTLE_METACARPAL_EXT,-0.04435457,-0.06047517,0.15422073,0.15277870,-0.09414455,-0.70623702,-0.68485671,0.01850000
LEFT,0.50,0.80,LITTLE_PROXIMAL_EXT,-0.03888822,-0.08201694,0.09533119,-0.45196587,-0.22449745,0.67545211,0.53767526,0.00900000
LEFT,0.50,0.80,LITTLE_INTERMEDIATE_EXT,-0.01337498,-0.08748955,0.08063796,-0.69180745,-0.58193928,0.39985862,0.15121098,0.00750000
LEFT,0.50,0.80,LITTLE_DISTAL_EXT,-0.00022599,-0.08287054,0.09207863,-0.65369284,-0.70932806,-0.00895317,-0.26355556,0.00670000
LEFT,0.50,0.80,LITTLE_TIP_EXT,-0.00466731,-0.07904816,0.10199466,-0.65369284,-0.70932806,-0.00895317,-0.26355556,0.00650000
LEFT,0.50,1.00,PALM_EXT,-0.04561344,-0.03767121,0.11518750,0.02906549,-0.04307783,-0.62700850,-0.77727973,0.01190000
LEFT,0.50,1.00,WRIST_EXT,-0.04103773,-0.04022312,0.16783793,0.10493131,-0.17154436,0.63097078,0.74929714,0.01190000
LEFT,0.50,1.00,THUMB_METACARPAL_EXT,-0.01915920,-0.01798707,0.14867301,0.17901121,-0.29206735,0.00215634,0.93949455,0.01210000
LEFT,0.50,1.00,THUMB_PROXIMAL_EXT,0.00298398,-0.00434530,0.11775011,0.25405669,0.18709874,0.09824251,-0.94382250,0.01170000
LEFT,0.50,1.00,THUMB_DISTAL_EXT,0.01284489,-0.02113467,0.09170738,0.72064823,0.10673580,0.18479435,-0.65964276,0.01050000
LEFT,0.50,1.00,THUMB_TIP_EXT,0.01022588,-0.04179388,0.09298941,-0.72064823,-0.10673580,-0.18479435,0.65964276,0.00960000
LEFT,0.50,1.00,INDEX_METACARPAL_EXT,-0.04020324,-0.01971632,0.15296765,-0.04468090,-0.00193085,-0.76408589,-0.64356530,0.02100000
LEFT,0.50,1.00,INDEX_PROXIMAL_EXT,-0.04546624,-0.01565862,0.07889184,0.51290315,0.43215808,-0.55716699,-0.48962972,0.01060000
LEFT,0.50,1.00,INDEX_INTERMEDIATE_EXT,-0.00240466,-0.01655459,0.07454810,-0.69780755,-0.70877975,0.00172818,-0.10341811,0.00950000
LEFT,0.50,1.00,INDEX_DISTAL_EXT,-0.00648189,-0.01240402,0.10222006,-0.45336050,-0.53057218,-0.47034967,-0.54012126,0.00860000
LEFT,0.50,1.00,INDEX_TIP_EXT,-0.02159756,-0.01254576,0.10182813,-0.45336050,-0.53057218,-0.47034967,-0.54012126,0.00770000
LEFT,0.50,1.00,MIDDLE_METACARPAL_EXT,-0.04453058,-0.03415114,0.15047799,0.02906564,-0.04307812,-0.62700862,-0.77727985,0.02140000
LEFT,0.50,1.00,MIDDLE_PROXIMAL_EXT,-0.04669628,-0.04119122,0.07989699,0.48855397,0.40905741,-0.58253622,-0.50462127,0.01130000
LEFT,0.50,1.00,MIDDLE_INTERMEDIATE_EXT,-0.00436224,-0.04190201,0.07179356,-0.69999707,-0.69504339,0.15706503,0.04746652,0.00799000
LEFT,0.50,1.00,MIDDLE_DISTAL_EXT,0.00514759,-0.03684956,0.10326833,-0.56858701,-0.63642806,-0.32431918,-0.40803069,0.00795000
LEFT,0.50,1.00,MIDDLE_TIP_EXT,-0.01172087,-0.03587729,0.11194135,-0.59366632,-0.61310071,-0.34043047,-0.39468864,0.00690000
LEFT,0.50,1.00,RING_METACARPAL_EXT,-0.04507006,-0.04786104,0.15179884,0.07629406,-0.06071096,-0.63418216,-0.76701385,0.01910000
LEFT,0.50,1.00,RING_PROXIMAL_EXT,-0.04483038,-0.06064904,0.08714813,0.48100430,0.30069694,-0.61211568,-0.55093962,0.01050000
LEFT,0.50,1.00,RING_INTERMEDIATE_EXT,-0.00766185,-0.06718802,0.07275090,-0.72267646,-0.62871331,0.26781887,0.10360667,0.00840000
LEFT,0.50,1.00,RING_DISTAL_EXT,0.00710424,-0.06185049,0.09658459,-0.61271739,-0.64584458,-0.22014016,-0.39875233,0.00740000
LEFT,0.50,1.00,RING_TIP_EXT,-0.00539829,-0.05859607,0.10590491,-0.61271739,-0.64584458,-0.22014016,-0.39875233,0.00650000
LEFT,0.50,1.00,LITTLE_METACARPAL_EXT,-0.04437860,-0.06047320,0.15421796,0.15322526,-0.09374767,-0.70618975,-0.68486053,0.01850000
LEFT,0.50,1.00,LITTLE_PROXIMAL_EXT,-0.03883929,-0.08201772,0.09533626,-0.45363966,-0.22787131,0.67407906,0.53657019,0.00900000
LEFT,0.50,1.00,LITTLE_INTERMEDIATE_EXT,-0.01320409,-0.08739603,0.08082631,-0.69319344,-0.58550799,0.39405373,0.14625128,0.00750000
LEFT,0.50,1.00,LITTLE_DISTAL_EXT,-0.00026609,-0.08273190,0.09248585,-0.65088779,-0.70901316,-0.01795152,-0.27079031,0.00670000
LEFT,0.50,1.00,LITTLE_TIP_EXT,-0.00495799,-0.07896495,0.10230723,-0.65088779,-0.70901316,-0.01795152,-0.27079031,0.00650000
LEFT,0.80,0.00,PALM_EXT,-0.04560311,-0.03773147,0.11517312,0.03134229,-0.04192419,-0.62704569,-0.77722472,0.01190000
LEFT,0.80,0.00,WRIST_EXT,-0.04103763,-0.04022330,0.16783802,0.10617553,-0.17302205,0.63076204,0.74895722,0.01190000
LEFT,0.80,0.00,THUMB_METACARPAL_EXT,-0.01942077,-0.01768047,0.14886346,0.18303488,-0.30981088,0.03526682,0.93234909,0.01210000
LEFT,0.80,0.00,THUMB_PROXIMAL_EXT,0.00340019,-0.00300682,0.11892129,0.12272798,0.23338577,0.03307233,-0.96404284,0.01170000
LEFT,0.80,0.00,THUMB_DISTAL_EXT,0.01776831,-0.01120323,0.09092629,0.51591122,0.20038576,0.18758833,-0.81147736,0.01050000
LEFT,0.80,0.00,THUMB_TIP_EXT,0.02051522,-0.03024107,0.08284432,-0.51591122,-0.20038576,-0.18758833,0.81147736,0.00960000
LEFT,0.80,0.00,INDEX_METACARPAL_EXT,-0.03875634,-0.01818573,0.15211648,-0.06072691,-0.01294880,-0.76237613,-0.64415151,0.02100000
LEFT,0.80,0.00,INDEX_PROXIMAL_EXT,-0.04688345,-0.01383561,0.07831666,0.36026102,0.30662781,-0.65486246,-0.58936375,0.01060000
LEFT,0.80,0.00,INDEX_INTERMEDIATE_EXT,-0.01062705,-0.01483864,0.05428189,-0.61551154,-0.62491775,0.36863336,0.30779111,0.00950000
LEFT,0.80,0.00,INDEX_DISTAL_EXT,0.01320405,-0.01251280,0.06959406,-0.69139391,-0.72142583,0.03899999,0.00071853,0.00860000
LEFT,0.80,0.00,INDEX_TIP_EXT,0.01403521,-0.01167691,0.08466941,-0.69139391,-0.72142583,0.03899999,0.00071853,0.00770000
LEFT,0.80,0.00,MIDDLE_METACARPAL_EXT,-0.04468546,-0.03413719,0.15046082,0.03134229,-0.04192419,-0.62704569,-0.77722472,0.02140000
LEFT,0.80,0.00,MIDDLE_PROXIMAL_EXT,-0.04652076,-0.04132575,0.07988542,0.50339460,0.42816240,-0.56773955,-0.49086407,0.01130000
LEFT,0.80,0.00,MIDDLE_INTERMEDIATE_EXT,-0.00376023,-0.04167181,0.07443017,-0.70278454,-0.70736349,0.04972019,-0.05713373,0.00799000
LEFT,0.80,0.00,MIDDLE_DISTAL_EXT,-0.00412425,-0.03666037,0.10731454,-0.43344530,-0.51841563,-0.48383430,-0.55612999,0.00795000
LEFT,0.80,0.00,MIDDLE_TIP_EXT,-0.02304146,-0.03703171,0.10566698,-0.45389798,-0.50060594,-0.50575966,-0.53626794,0.00690000
LEFT,0.80,0.00,RING_METACARPAL_EXT,-0.04556172,-0.04781622,0.15174419,0.08198373,-0.05493478,-0.63326091,-0.76762289,0.01910000
LEFT,0.80,0.00,RING_PROXIMAL_EXT,-0.04427684,-0.06069654,0.08712414,0.52478772,0.36278152,-0.57841051,-0.50836104,0.01050000
LEFT,0.80,0.00,RING_INTERMEDIATE_EXT,-0.00490556,-0.06529111,0.07962140,-0.72805494,-0.67215794,0.12957621,-0.03675988,0.00840000
LEFT,0.80,0.00,RING_DISTAL_EXT,-0.00093699,-0.05880171,0.10708493,-0.44662040,-0.53277618,-0.43023086,-0.57583183,0.00740000
LEFT,0.80,0.00,RING_TIP_EXT,-0.01683343,-0.05791086,0.10655348,-0.44662040,-0.53277618,-0.43023086,-0.57583183,0.00650000
LEFT,0.80,0.00,LITTLE_METACARPAL_EXT,-0.04497996,-0.06041837,0.15415108,0.16442369,-0.08382510,-0.70488030,-0.68489784,0.01850000
LEFT,0.80,0.00,LITTLE_PROXIMAL_EXT,-0.03761714,-0.08203322,0.09549540,-0.49322078,-0.31123209,0.63600796,0.50533712,0.00900000
LEFT,0.80,0.00,LITTLE_INTERMEDIATE_EXT,-0.00946657,-0.08509934,0.08593971,-0.71357489,-0.65827966,0.23904447,0.01846421,0.00750000
LEFT,0.80,0.00,LITTLE_DISTAL_EXT,-0.00289313,-0.07991260,0.10185854,-0.50673109,-0.63767695,-0.29648235,-0.49869213,0.00670000
LEFT,0.80,0.00,LITTLE_TIP_EXT,-0.01367947,-0.07844651,0.10562272,-0.50673109,-0.63767695,-0.29648235,-0.49869213,0.00650000
LEFT,0.80,0.20,PALM_EXT,-0.04560285,-0.03773385,0.11517252,0.03144096,-0.04187475,-0.62704587,-0.77722204,0.01190000
LEFT,0.80,0.20,WRIST_EXT,-0.04103762,-0.04022312,0.16783802,0.10623199,-0.17308965,0.63075179,0.74894178,0.01190000
LEFT,0.80,0.20,THUMB_METACARPAL_EXT,-0.01942075,-0.01768035,0.14886349,0.18303484,-0.30981109,0.03526662,0.93234885,0.01210000
LEFT,0.80,0.20,THUMB_PROXIMAL_EXT,0.00340023,-0.00300670,0.11892134,0.12272808,0.23338616,0.03307284,-0.96404260,0.01170000
LEFT,0.80,0.20,THUMB_DISTAL_EXT,0.01776837,-0.01120311,0.09092635,0.51591098,0.20038582,0.18758856,-0.81147748,0.01050000
LEFT,0.80,0.20,THUMB_TIP_EXT,0.02051528,-0.03024095,0.08284438,-0.51591098,-0.20038582,-0.18758856,0.81147748,0.00960000
LEFT,0.80,0.20,INDEX_METACARPAL_EXT,-0.03903500,-0.01848042,0.15228043,-0.05763734,-0.01082654,-0.76272726,-0.64405739,0.02100000
LEFT,0.80,0.20,INDEX_PROXIMAL_EXT,-0.04661129,-0.01418704,0.07841876,0.39162213,0.33242226,-0.63887024,-0.57269001,0.01060000
LEFT,0.80,0.20,INDEX_INTERMEDIATE_EXT,-0.00830965,-0.01522189,0.05789062,-0.64862126,-0.65815628,0.30299267,0.23306166,0.00950000
LEFT,0.80,0.20,INDEX_DISTAL_EXT,0.01156136,-0.01248199,0.07798651,-0.68091631,-0.71991098,-0.06937606,-0.11519477,0.00860000
LEFT,0.80,0.20,INDEX_TIP_EXT,0.00762469,-0.01162028,0.09256101,-0.68091631,-0.71991098,-0.06937606,-0.11519477,0.00770000
LEFT,0.80,0.20,MIDDLE_METACARPAL_EXT,-0.04469230,-0.03413641,0.15046005,0.03144085,-0.04187487,-0.62704599,-0.77722198,0.02140000
LEFT,0.80,0.20,MIDDLE_PROXIMAL_EXT,-0.04651339,-0.04133135,0.07988498,0.50404304,0.42901555,-0.56706375,-0.49023220,0.01130000
LEFT,0.80,0.20,MIDDLE_INTERMEDIATE_EXT,-0.00373766,-0.04166061,0.07454920,-0.70271409,-0.70742834,0.04822296,-0.05844411,0.00799000
LEFT,0.80,0.20,MIDDLE_DISTAL_EXT,-0.00423384,-0.03665847,0.10743324,-0.43207452,-0.51704365,-0.48521358,-0.55726916,0.00795000
LEFT,0.80,0.20,MIDDLE_TIP_EXT,-0.02314192,-0.03704190,0.10568671,-0.45247328,-0.49928990,-0.50718361,-0.53735083,0.00690000
LEFT,0.80,0.20,RING_METACARPAL_EXT,-0.04556470,-0.04781574,0.15174384,0.08201745,-0.05490076,-0.63325822,-0.76762408,0.01910000
LEFT,0.80,0.20,RING_PROXIMAL_EXT,-0.04427361,-0.06069666,0.08712402,0.52504015,0.36316130,-0.57819587,-0.50807488,0.01050000
LEFT,0.80,0.20,RING_INTERMEDIATE_EXT,-0.00489280,-0.06527805,0.07966489,-0.72799033,-0.67234886,0.12869737,-0.03763413,0.00840000
LEFT,0.80,0.20,RING_DISTAL_EXT,-0.00099509,-0.05878484,0.10713753,-0.44567171,-0.53205669,-0.43116397,-0.57653391,0.00740000
LEFT,0.80,0.20,RING_TIP_EXT,-0.01689047,-0.05790734,0.10655469,-0.44567171,-0.53205669,-0.43116397,-0.57653391,0.00650000
LEFT,0.80,0.20,LITTLE_METACARPAL_EXT,-0.04498168,-0.06041801,0.15415087,0.16445757,-0.08379351,-0.70487803,-0.68489611,0.01850000
LEFT,0.80,0.20,LITTLE_PROXIMAL_EXT,-0.03761316,-0.08203292,0.09549591,-0.49332464,-0.31147739,0.63588995,0.50523293,0.00900000
LEFT,0.80,0.20,LITTLE_INTERMEDIATE_EXT,-0.00945680,-0.08509195,0.08595556,-0.71358705,-0.65844935,0.23856618,0.01808550,0.00750000
LEFT,0.80,0.20,LITTLE_DISTAL_EXT,-0.00290440,-0.07990533,0.10188308,-0.50647044,-0.63745224,-0.29693645,-0.49897233,0.00670000
LEFT,0.80,0.20,LITTLE_TIP_EXT,-0.01369581,-0.07844412,0.10563463,-0.50647044,-0.63745224,-0.29693645,-0.49897233,0.00650000
LEFT,0.80,0.50,PALM_EXT,-0.04560255,-0.03773749,0.11517163,0.03157840,-0.04180549,-0.62704861,-0.77721858,0.01190000
LEFT,0.80,0.50,WRIST_EXT,-0.04103759,-0.04022300,0.16783801,0.10631055,-0.17318313,0.63073838,0.74892014,0.01190000
LEFT,0.80,0.50,THUMB_METACARPAL_EXT,-0.01941034,-0.01769233,0.14885594,0.18288031,-0.30911666,0.03395520,0.93265837,0.01210000
LEFT,0.80,0.50,THUMB_PROXIMAL_EXT,0.00338586,-0.00306052,0.11887451,0.12797041,0.23176672,0.03582306,-0.96365327,0.01170000
LEFT,0.80,0.50,THUMB_DISTAL_EXT,0.01761245,-0.01162034,0.09091601,0.52484411,0.19729504,0.18809071,-0.80637330,0.01050000
LEFT,0.80,0.50,THUMB_TIP_EXT,0.02013176,-0.03082889,0.08317071,-0.52484411,-0.19729504,-0.18809071,0.80637330,0.00960000
LEFT,0.80,0.50,INDEX_METACARPAL_EXT,-0.03942890,-0.01889712,0.15251221,-0.05326969,-0.00782663,-0.76320672,-0.64390934,0.02100000
LEFT,0.80,0.50,INDEX_PROXIMAL_EXT,-0.04622588,-0.01468354,0.07857016,0.43445924,0.36765295,-0.61390322,-0.54699177,0.01060000
LEFT,0.80,0.50,INDEX_INTERMEDIATE_EXT,-0.00561178,-0.01572037,0.06328389,-0.68175989,-0.69160831,0.20477448,0.12226678,0.00950000
LEFT,0.80,0.50,INDEX_DISTAL_EXT,0.00710051,-0.01241606,0.08841261,-0.63579088,-0.68782532,-0.21828482,-0.27389532,0.00860000
LEFT,0.80,0.50,INDEX_TIP_EXT,-0.00279418,-0.01169032,0.09982419,-0.63579088,-0.68782532,-0.21828482,-0.27389532,0.00770000
LEFT,0.80,0.50,MIDDLE_METACARPAL_EXT,-0.04470197,-0.03413546,0.15045896,0.03157870,-0.04180577,-0.62704855,-0.77721858,0.02140000
LEFT,0.80,0.50,MIDDLE_PROXIMAL_EXT,-0.04650313,-0.04133946,0.07988426,0.50495815,0.43022090,-0.56610864,-0.48933804,0.01130000
LEFT,0.80,0.50,MIDDLE_INTERMEDIATE_EXT,-0.00370649,-0.04164499,0.07471737,-0.70261014,-0.70751786,0.04610522,-0.06029549,0.00799000
LEFT,0.80,0.50,MIDDLE_DISTAL_EXT,-0.00438950,-0.03665608,0.10760005,-0.43013251,-0.51509839,-0.48715737,-0.55887502,0.00795000
LEFT,0.80,0.50,MIDDLE_TIP_EXT,-0.02328374,-0.03705657,0.10571365,-0.45045462,-0.49742424,-0.50919020,-0.53887731,0.00690000
LEFT,0.80,0.50,RING_METACARPAL_EXT,-0.04556892,-0.04781532,0.15174338,0.08206544,-0.05485303,-0.63325417,-0.76762551,0.01910000
LEFT,0.80,0.50,RING_PROXIMAL_EXT,-0.04426904,-0.06069708,0.08712390,0.52539599,0.36369699,-0.57789129,-0.50766939,0.01050000
LEFT,0.80,0.50,RING_INTERMEDIATE_EXT,-0.00487489,-0.06525970,0.07972646,-0.72789639,-0.67261744,0.12745437,-0.03886953,0.00840000
LEFT,0.80,0.50,RING_DISTAL_EXT,-0.00107739,-0.05876118,0.10721169,-0.44432852,-0.53103852,-0.43248162,-0.57752258,0.00740000
LEFT,0.80,0.50,RING_TIP_EXT,-0.01697099,-0.05790269,0.10655627,-0.44432852,-0.53103852,-0.43248162,-0.57752258,0.00650000
LEFT,0.80,0.50,LITTLE_METACARPAL_EXT,-0.04498411,-0.06041771,0.15415061,0.16450538,-0.08374856,-0.70487511,-0.68489355,0.01850000
LEFT,0.80,0.50,LITTLE_PROXIMAL_EXT,-0.03760751,-0.08203268,0.09549668,-0.49347067,-0.31182492,0.63572389,0.50508475,0.00900000
LEFT,0.80,0.50,LITTLE_INTERMEDIATE_EXT,-0.00944298,-0.08508164,0.08597794,-0.71360368,-0.65869063,0.23789011,0.01754932,0.00750000
LEFT,0.80,0.50,LITTLE_DISTAL_EXT,-0.00292034,-0.07989526,0.10191774,-0.50610250,-0.63713521,-0.29757854,-0.49936891,0.00670000
LEFT,0.80,0.50,LITTLE_TIP_EXT,-0.01371887,-0.07844090,0.10565138,-0.50610250,-0.63713521,-0.29757854,-0.49936891,0.00650000
LEFT,0.80,0.80,PALM_EXT,-0.04560243,-0.03774053,0.11517087,0.03169667,-0.04174767,-0.62705010,-0.77721548,0.01190000
LEFT,0.80,0.80,WRIST_EXT,-0.04103759,-0.04022306,0.16783801,0.10637879,-0.17326353,0.63072693,0.74890143,0.01190000
LEFT,0.80,0.80,THUMB_METACARPAL_EXT,-0.01925526,-0.01787430,0.14874306,0.18052116,-0.29864043,0.01432951,0.93702894,0.01210000
LEFT,0.80,0.80,THUMB_PROXIMAL_EXT,0.00314963,-0.00385886,0.11817780,0.20610444,0.20537318,0.07537694,-0.95376277,0.01170000
LEFT,0.80,0.80,THUMB_DISTAL_EXT,0.01487785,-0.01764953,0.09116653,0.65083623,0.14468028,0.18958014,-0.72079271,0.01050000
LEFT,0.80,0.80,THUMB_TIP_EXT,0.01408080,-0.03836936,0.08885139,-0.65083623,-0.14468028,-0.18958014,0.72079271,0.00960000
LEFT,0.80,0.80,INDEX_METACARPAL_EXT,-0.03990681,-0.01940280,0.15279338,-0.04796878,-0.00418805,-0.76375949,-0.64370471,0.02100000
LEFT,0.80,0.80,INDEX_PROXIMAL_EXT,-0.04575734,-0.01528567,0.07876500,0.48383960,0.40826082,-0.58004284,-0.51261568,0.01060000
LEFT,0.80,0.80,INDEX_INTERMEDIATE_EXT,-0.00329554,-0.01625770,0.07016534,-0.69948322,-0.70994204,0.08017721,-0.01673337,0.00950000
LEFT,0.80,0.80,INDEX_DISTAL_EXT,-0.00079307,-0.01237255,0.09809220,-0.53652871,-0.60434306,-0.38253042,-0.44786173,0.00860000
LEFT,0.80,0.80,INDEX_TIP_EXT,-0.01518560,-0.01209700,0.10272209,-0.53652871,-0.60434306,-0.38253042,-0.44786173,0.00770000
LEFT,0.80,0.80,MIDDLE_METACARPAL_EXT,-0.04471033,-0.03413469,0.15045804,0.03169652,-0.04174739,-0.62705004,-0.77721542,0.02140000
LEFT,0.80,0.80,MIDDLE_PROXIMAL_EXT,-0.04649455,-0.04134649,0.07988372,0.50574231,0.43125767,-0.56528527,-0.48856640,0.01130000
LEFT,0.80,0.80,MIDDLE_INTERMEDIATE_EXT,-0.00368047,-0.04163146,0.07486218,-0.70257413,-0.70755833,0.04540757,-0.06076145,0.00799000
LEFT,0.80,0.80,MIDDLE_DISTAL_EXT,-0.00441830,-0.03665370,0.10774536,-0.43032050,-0.51509088,-0.48717746,-0.55871856,0.00795000
LEFT,0.80,0.80,MIDDLE_TIP_EXT,-0.02331316,-0.03705299,0.10586485,-0.45064229,-0.49740905,-0.50920391,-0.53872019,0.00690000
LEFT,0.80,0.80,RING_METACARPAL_EXT,-0.04556622,-0.04781556,0.15174368,0.08203281,-0.05488690,-0.63326353,-0.76761895,0.01910000
LEFT,0.80,0.80,RING_PROXIMAL_EXT,-0.04427234,-0.06069684,0.08712399,0.52516425,0.36337721,-0.57809865,-0.50790268,0.01050000
LEFT,0.80,0.80,RING_INTERMEDIATE_EXT,-0.00488622,-0.06526875,0.07968807,-0.72793359,-0.67247492,0.12822165,-0.03811496,0.00840000
LEFT,0.80,0.80,RING_DISTAL_EXT,-0.00102732,-0.05877292,0.10716587,-0.44577643,-0.53215694,-0.43110979,-0.57640320,0.00740000
LEFT,0.80,0.80,RING_TIP_EXT,-0.01692299,-0.05789590,0.10658938,-0.44577643,-0.53215694,-0.43110979,-0.57640320,0.00650000
LEFT,0.80,0.80,LITTLE_METACARPAL_EXT,-0.04497781,-0.06041831,0.15415129,0.16438968,-0.08385018,-0.70489091,-0.68489152,0.01850000
LEFT,0.80,0.80,LITTLE_PROXIMAL_EXT,-0.03761989,-0.08203244,0.09549475,-0.49307990,-0.31097600,0.63615870,0.50544190,0.00900000
LEFT,0.80,0.80,LITTLE_INTERMEDIATE_EXT,-0.00947580,-0.08510435,0.08592120,-0.71353459,-0.65811360,0.23958446,0.01890169,0.00750000
LEFT,0.80,0.80,LITTLE_DISTAL_EXT,-0.00287837,-0.07991725,0.10183071,-0.50843650,-0.63875741,-0.29439813,-0.49680400,0.00670000
LEFT,0.80,0.80,LITTLE_TIP_EXT,-0.01363658,-0.07843041,0.10566655,-0.50843650,-0.63875741,-0.29439813,-0.49680400,0.00650000
LEFT,0.80,1.00,PALM_EXT,-0.04560213,-0.03774405,0.11516994,0.03182521,-0.04168267,-0.62705243,-0.77721250,0.01190000
LEFT,0.80,1.00,WRIST_EXT,-0.04103765,-0.04022306,0.16783789,0.10645032,-0.17334914,0.63071501,0.74888146,0.01190000
LEFT,0.80,1.00,THUMB_METACARPAL_EXT,-0.01916349,-0.01798189,0.14867617,0.17908049,-0.29236868,0.00271169,0.93938619,0.01210000
LEFT,0.80,1.00,THUMB_PROXIMAL_EXT,0.00299196,-0.00432324,0.11776951,0.25188139,0.18796250,0.09722937,-0.94433874,0.01170000
LEFT,0.80,1.00,THUMB_DISTAL_EXT,0.01294268,-0.02098072,0.09167627,0.71761882,0.10854400,0.18510745,-0.66255587,0.01050000
LEFT,0.80,1.00,THUMB_TIP_EXT,0.01040062,-0.04165912,0.09279275,-0.71761882,-0.10854400,-0.18510745,0.66255587,0.00960000
LEFT,0.80,1.00,INDEX_METACARPAL_EXT,-0.04018964,-0.01970202,0.15295966,-0.04483133,-0.00203429,-0.76407123,-0.64357132,0.02100000
LEFT,0.80,1.00,INDEX_PROXIMAL_EXT,-0.04547955,-0.01564163,0.07888597,0.51159739,0.43108842,-0.55824596,-0.49070865,0.01060000
LEFT,0.80,1.00,INDEX_INTERMEDIATE_EXT,-0.00243618,-0.01654142,0.07434624,-0.69809693,-0.70904410,0.00532570,-0.09945378,0.00950000
LEFT,0.80,1.00,INDEX_DISTAL_EXT,-0.00621410,-0.01240116,0.10206355,-0.45749494,-0.53428513,-0.46660867,-0.53620392,0.00860000
LEFT,0.80,1.00,INDEX_TIP_EXT,-0.02133419,-0.01252192,0.10190515,-0.45749494,-0.53428513,-0.46660867,-0.53620392,0.00770000
LEFT,0.80,1.00,MIDDLE_METACARPAL_EXT,-0.04471935,-0.03413391,0.15045691,0.03182532,-0.04168269,-0.62705249,-0.77721262,0.02140000
LEFT,0.80,1.00,MIDDLE_PROXIMAL_EXT,-0.04648492,-0.04135418,0.07988295,0.50658625,0.43236876,-0.56439853,-0.48773658,0.01130000
LEFT,0.80,1.00,MIDDLE_INTERMEDIATE_EXT,-0.00365267,-0.04161739,0.07501769,-0.70244151,-0.70764959,0.04288274,-0.06303947,0.00799000
LEFT,0.80,1.00,MIDDLE_DISTAL_EXT,-0.00461651,-0.03665227,0.10789697,-0.42758209,-0.51244384,-0.48979467,-0.56096399,0.00795000
LEFT,0.80,1.00,MIDDLE_TIP_EXT,-0.02349073,-0.03707522,0.10582384,-0.44779980,-0.49487400,-0.51190913,-0.54085881,0.00690000
LEFT,0.80,1.00,RING_METACARPAL_EXT,-0.04557338,-0.04781491,0.15174274,0.08211495,-0.05480401,-0.63325262,-0.76762486,0.01910000
LEFT,0.80,1.00,RING_PROXIMAL_EXT,-0.04426444,-0.06069756,0.08712363,0.52576524,0.36426422,-0.57757866,-0.50723606,0.01050000
LEFT,0.80,1.00,RING_INTERMEDIATE_EXT,-0.00485627,-0.06523967,0.07979092,-0.72778732,-0.67290562,0.12614805,-0.04017099,0.00840000
LEFT,0.80,1.00,RING_DISTAL_EXT,-0.00116430,-0.05873537,0.10728915,-0.44322476,-0.53020793,-0.43358535,-0.57830703,0.00740000
LEFT,0.80,1.00,RING_TIP_EXT,-0.01705625,-0.05789328,0.10657439,-0.44322476,-0.53020793,-0.43358535,-0.57830703,0.00650000
